DATE,TIME,STATE
4/25/23,6:42:31,DOOR-CLOSED
4/25/23,17:52:32,DOOR-OPEN
4/25/23,17:52:35,DOOR-CLOSED
4/26/23,11:08:58,DOOR-OPEN
4/26/23,11:09:01,DOOR-CLOSED
4/30/23,13:56:19,DOOR-OPEN
4/30/23,13:56:24,DOOR-CLOSED
4/30/23,15:57:03,DOOR-OPEN
4/30/23,15:57:07,DOOR-CLOSED
5/1/23,11:59:33,DOOR-OPEN
5/1/23,11:59:37,DOOR-CLOSED
5/1/23,11:59:46,DOOR-OPEN
5/1/23,11:59:49,DOOR-CLOSED
5/4/23,16:45:13,DOOR-OPEN
5/4/23,16:45:22,DOOR-CLOSED
